plan_id,profile_id,content,steering_condition,repetition,model_key,target_O,target_N
deepseek-v3__syn_0022__memorable_journey__lex_fewshot__r0,syn_0022,memorable_journey,lex_fewshot,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__difficult_decision__persona_only__r0,syn_0022,difficult_decision,persona_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__difficult_decision__liwc_only__r0,syn_0022,difficult_decision,liwc_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__difficult_decision__persona_liwc__r0,syn_0022,difficult_decision,persona_liwc,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__difficult_decision__lex_fewshot__r0,syn_0022,difficult_decision,lex_fewshot,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__daily_life_change__persona_only__r0,syn_0022,daily_life_change,persona_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__daily_life_change__liwc_only__r0,syn_0022,daily_life_change,liwc_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__daily_life_change__persona_liwc__r0,syn_0022,daily_life_change,persona_liwc,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__daily_life_change__lex_fewshot__r0,syn_0022,daily_life_change,lex_fewshot,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__meaningful_relationship__persona_only__r0,syn_0022,meaningful_relationship,persona_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__meaningful_relationship__liwc_only__r0,syn_0022,meaningful_relationship,liwc_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__meaningful_relationship__persona_liwc__r0,syn_0022,meaningful_relationship,persona_liwc,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__meaningful_relationship__lex_fewshot__r0,syn_0022,meaningful_relationship,lex_fewshot,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__childhood_memory__persona_only__r0,syn_0022,childhood_memory,persona_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__childhood_memory__liwc_only__r0,syn_0022,childhood_memory,liwc_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__childhood_memory__persona_liwc__r0,syn_0022,childhood_memory,persona_liwc,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__childhood_memory__lex_fewshot__r0,syn_0022,childhood_memory,lex_fewshot,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__turning_point__persona_only__r0,syn_0022,turning_point,persona_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__turning_point__liwc_only__r0,syn_0022,turning_point,liwc_only,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__turning_point__persona_liwc__r0,syn_0022,turning_point,persona_liwc,0,deepseek-v3,29.0,70.0
deepseek-v3__syn_0022__turning_point__lex_fewshot__r0,syn_0022,turning_point,lex_fewshot,0,deepseek-v3,29.0,70.0
qwen3-32b__syn_0022__memorable_journey__persona_only__r0,syn_0022,memorable_journey,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__memorable_journey__liwc_only__r0,syn_0022,memorable_journey,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__memorable_journey__persona_liwc__r0,syn_0022,memorable_journey,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__memorable_journey__lex_fewshot__r0,syn_0022,memorable_journey,lex_fewshot,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__difficult_decision__persona_only__r0,syn_0022,difficult_decision,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__difficult_decision__liwc_only__r0,syn_0022,difficult_decision,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__difficult_decision__persona_liwc__r0,syn_0022,difficult_decision,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__difficult_decision__lex_fewshot__r0,syn_0022,difficult_decision,lex_fewshot,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__daily_life_change__persona_only__r0,syn_0022,daily_life_change,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__daily_life_change__liwc_only__r0,syn_0022,daily_life_change,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__daily_life_change__persona_liwc__r0,syn_0022,daily_life_change,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__daily_life_change__lex_fewshot__r0,syn_0022,daily_life_change,lex_fewshot,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__meaningful_relationship__persona_only__r0,syn_0022,meaningful_relationship,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__meaningful_relationship__liwc_only__r0,syn_0022,meaningful_relationship,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__meaningful_relationship__persona_liwc__r0,syn_0022,meaningful_relationship,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__meaningful_relationship__lex_fewshot__r0,syn_0022,meaningful_relationship,lex_fewshot,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__childhood_memory__persona_only__r0,syn_0022,childhood_memory,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__childhood_memory__liwc_only__r0,syn_0022,childhood_memory,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__childhood_memory__persona_liwc__r0,syn_0022,childhood_memory,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__childhood_memory__lex_fewshot__r0,syn_0022,childhood_memory,lex_fewshot,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__turning_point__persona_only__r0,syn_0022,turning_point,persona_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__turning_point__liwc_only__r0,syn_0022,turning_point,liwc_only,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__turning_point__persona_liwc__r0,syn_0022,turning_point,persona_liwc,0,qwen3-32b,29.0,70.0
qwen3-32b__syn_0022__turning_point__lex_fewshot__r0,syn_0022,turning_point,lex_fewshot,0,qwen3-32b,29.0,70.0
gpt-4o-mini__syn_0022__memorable_journey__persona_only__r0,syn_0022,memorable_journey,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__memorable_journey__liwc_only__r0,syn_0022,memorable_journey,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__memorable_journey__persona_liwc__r0,syn_0022,memorable_journey,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__memorable_journey__lex_fewshot__r0,syn_0022,memorable_journey,lex_fewshot,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__difficult_decision__persona_only__r0,syn_0022,difficult_decision,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__difficult_decision__liwc_only__r0,syn_0022,difficult_decision,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__difficult_decision__persona_liwc__r0,syn_0022,difficult_decision,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__difficult_decision__lex_fewshot__r0,syn_0022,difficult_decision,lex_fewshot,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__daily_life_change__persona_only__r0,syn_0022,daily_life_change,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__daily_life_change__liwc_only__r0,syn_0022,daily_life_change,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__daily_life_change__persona_liwc__r0,syn_0022,daily_life_change,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__daily_life_change__lex_fewshot__r0,syn_0022,daily_life_change,lex_fewshot,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__meaningful_relationship__persona_only__r0,syn_0022,meaningful_relationship,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__meaningful_relationship__liwc_only__r0,syn_0022,meaningful_relationship,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__meaningful_relationship__persona_liwc__r0,syn_0022,meaningful_relationship,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__meaningful_relationship__lex_fewshot__r0,syn_0022,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__childhood_memory__persona_only__r0,syn_0022,childhood_memory,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__childhood_memory__liwc_only__r0,syn_0022,childhood_memory,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__childhood_memory__persona_liwc__r0,syn_0022,childhood_memory,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__childhood_memory__lex_fewshot__r0,syn_0022,childhood_memory,lex_fewshot,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__turning_point__persona_only__r0,syn_0022,turning_point,persona_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__turning_point__liwc_only__r0,syn_0022,turning_point,liwc_only,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__turning_point__persona_liwc__r0,syn_0022,turning_point,persona_liwc,0,gpt-4o-mini,29.0,70.0
gpt-4o-mini__syn_0022__turning_point__lex_fewshot__r0,syn_0022,turning_point,lex_fewshot,0,gpt-4o-mini,29.0,70.0
deepseek-v3__syn_0023__memorable_journey__persona_only__r0,syn_0023,memorable_journey,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__memorable_journey__liwc_only__r0,syn_0023,memorable_journey,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__memorable_journey__persona_liwc__r0,syn_0023,memorable_journey,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__memorable_journey__lex_fewshot__r0,syn_0023,memorable_journey,lex_fewshot,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__difficult_decision__persona_only__r0,syn_0023,difficult_decision,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__difficult_decision__liwc_only__r0,syn_0023,difficult_decision,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__difficult_decision__persona_liwc__r0,syn_0023,difficult_decision,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__difficult_decision__lex_fewshot__r0,syn_0023,difficult_decision,lex_fewshot,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__daily_life_change__persona_only__r0,syn_0023,daily_life_change,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__daily_life_change__liwc_only__r0,syn_0023,daily_life_change,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__daily_life_change__persona_liwc__r0,syn_0023,daily_life_change,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__daily_life_change__lex_fewshot__r0,syn_0023,daily_life_change,lex_fewshot,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__meaningful_relationship__persona_only__r0,syn_0023,meaningful_relationship,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__meaningful_relationship__liwc_only__r0,syn_0023,meaningful_relationship,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__meaningful_relationship__persona_liwc__r0,syn_0023,meaningful_relationship,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__meaningful_relationship__lex_fewshot__r0,syn_0023,meaningful_relationship,lex_fewshot,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__childhood_memory__persona_only__r0,syn_0023,childhood_memory,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__childhood_memory__liwc_only__r0,syn_0023,childhood_memory,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__childhood_memory__persona_liwc__r0,syn_0023,childhood_memory,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__childhood_memory__lex_fewshot__r0,syn_0023,childhood_memory,lex_fewshot,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__turning_point__persona_only__r0,syn_0023,turning_point,persona_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__turning_point__liwc_only__r0,syn_0023,turning_point,liwc_only,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__turning_point__persona_liwc__r0,syn_0023,turning_point,persona_liwc,0,deepseek-v3,9.0,92.0
deepseek-v3__syn_0023__turning_point__lex_fewshot__r0,syn_0023,turning_point,lex_fewshot,0,deepseek-v3,9.0,92.0
qwen3-32b__syn_0023__memorable_journey__persona_only__r0,syn_0023,memorable_journey,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__memorable_journey__liwc_only__r0,syn_0023,memorable_journey,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__memorable_journey__persona_liwc__r0,syn_0023,memorable_journey,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__memorable_journey__lex_fewshot__r0,syn_0023,memorable_journey,lex_fewshot,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__difficult_decision__persona_only__r0,syn_0023,difficult_decision,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__difficult_decision__liwc_only__r0,syn_0023,difficult_decision,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__difficult_decision__persona_liwc__r0,syn_0023,difficult_decision,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__difficult_decision__lex_fewshot__r0,syn_0023,difficult_decision,lex_fewshot,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__daily_life_change__persona_only__r0,syn_0023,daily_life_change,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__daily_life_change__liwc_only__r0,syn_0023,daily_life_change,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__daily_life_change__persona_liwc__r0,syn_0023,daily_life_change,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__daily_life_change__lex_fewshot__r0,syn_0023,daily_life_change,lex_fewshot,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__meaningful_relationship__persona_only__r0,syn_0023,meaningful_relationship,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__meaningful_relationship__liwc_only__r0,syn_0023,meaningful_relationship,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__meaningful_relationship__persona_liwc__r0,syn_0023,meaningful_relationship,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__meaningful_relationship__lex_fewshot__r0,syn_0023,meaningful_relationship,lex_fewshot,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__childhood_memory__persona_only__r0,syn_0023,childhood_memory,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__childhood_memory__liwc_only__r0,syn_0023,childhood_memory,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__childhood_memory__persona_liwc__r0,syn_0023,childhood_memory,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__childhood_memory__lex_fewshot__r0,syn_0023,childhood_memory,lex_fewshot,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__turning_point__persona_only__r0,syn_0023,turning_point,persona_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__turning_point__liwc_only__r0,syn_0023,turning_point,liwc_only,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__turning_point__persona_liwc__r0,syn_0023,turning_point,persona_liwc,0,qwen3-32b,9.0,92.0
qwen3-32b__syn_0023__turning_point__lex_fewshot__r0,syn_0023,turning_point,lex_fewshot,0,qwen3-32b,9.0,92.0
gpt-4o-mini__syn_0023__memorable_journey__persona_only__r0,syn_0023,memorable_journey,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__memorable_journey__liwc_only__r0,syn_0023,memorable_journey,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__memorable_journey__persona_liwc__r0,syn_0023,memorable_journey,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__memorable_journey__lex_fewshot__r0,syn_0023,memorable_journey,lex_fewshot,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__difficult_decision__persona_only__r0,syn_0023,difficult_decision,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__difficult_decision__liwc_only__r0,syn_0023,difficult_decision,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__difficult_decision__persona_liwc__r0,syn_0023,difficult_decision,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__difficult_decision__lex_fewshot__r0,syn_0023,difficult_decision,lex_fewshot,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__daily_life_change__persona_only__r0,syn_0023,daily_life_change,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__daily_life_change__liwc_only__r0,syn_0023,daily_life_change,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__daily_life_change__persona_liwc__r0,syn_0023,daily_life_change,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__daily_life_change__lex_fewshot__r0,syn_0023,daily_life_change,lex_fewshot,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__meaningful_relationship__persona_only__r0,syn_0023,meaningful_relationship,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__meaningful_relationship__liwc_only__r0,syn_0023,meaningful_relationship,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__meaningful_relationship__persona_liwc__r0,syn_0023,meaningful_relationship,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__meaningful_relationship__lex_fewshot__r0,syn_0023,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__childhood_memory__persona_only__r0,syn_0023,childhood_memory,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__childhood_memory__liwc_only__r0,syn_0023,childhood_memory,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__childhood_memory__persona_liwc__r0,syn_0023,childhood_memory,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__childhood_memory__lex_fewshot__r0,syn_0023,childhood_memory,lex_fewshot,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__turning_point__persona_only__r0,syn_0023,turning_point,persona_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__turning_point__liwc_only__r0,syn_0023,turning_point,liwc_only,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__turning_point__persona_liwc__r0,syn_0023,turning_point,persona_liwc,0,gpt-4o-mini,9.0,92.0
gpt-4o-mini__syn_0023__turning_point__lex_fewshot__r0,syn_0023,turning_point,lex_fewshot,0,gpt-4o-mini,9.0,92.0
deepseek-v3__syn_0024__memorable_journey__persona_only__r0,syn_0024,memorable_journey,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__memorable_journey__liwc_only__r0,syn_0024,memorable_journey,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__memorable_journey__persona_liwc__r0,syn_0024,memorable_journey,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__memorable_journey__lex_fewshot__r0,syn_0024,memorable_journey,lex_fewshot,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__difficult_decision__persona_only__r0,syn_0024,difficult_decision,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__difficult_decision__liwc_only__r0,syn_0024,difficult_decision,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__difficult_decision__persona_liwc__r0,syn_0024,difficult_decision,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__difficult_decision__lex_fewshot__r0,syn_0024,difficult_decision,lex_fewshot,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__daily_life_change__persona_only__r0,syn_0024,daily_life_change,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__daily_life_change__liwc_only__r0,syn_0024,daily_life_change,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__daily_life_change__persona_liwc__r0,syn_0024,daily_life_change,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__daily_life_change__lex_fewshot__r0,syn_0024,daily_life_change,lex_fewshot,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__meaningful_relationship__persona_only__r0,syn_0024,meaningful_relationship,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__meaningful_relationship__liwc_only__r0,syn_0024,meaningful_relationship,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__meaningful_relationship__persona_liwc__r0,syn_0024,meaningful_relationship,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__meaningful_relationship__lex_fewshot__r0,syn_0024,meaningful_relationship,lex_fewshot,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__childhood_memory__persona_only__r0,syn_0024,childhood_memory,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__childhood_memory__liwc_only__r0,syn_0024,childhood_memory,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__childhood_memory__persona_liwc__r0,syn_0024,childhood_memory,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__childhood_memory__lex_fewshot__r0,syn_0024,childhood_memory,lex_fewshot,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__turning_point__persona_only__r0,syn_0024,turning_point,persona_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__turning_point__liwc_only__r0,syn_0024,turning_point,liwc_only,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__turning_point__persona_liwc__r0,syn_0024,turning_point,persona_liwc,0,deepseek-v3,85.0,25.0
deepseek-v3__syn_0024__turning_point__lex_fewshot__r0,syn_0024,turning_point,lex_fewshot,0,deepseek-v3,85.0,25.0
qwen3-32b__syn_0024__memorable_journey__persona_only__r0,syn_0024,memorable_journey,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__memorable_journey__liwc_only__r0,syn_0024,memorable_journey,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__memorable_journey__persona_liwc__r0,syn_0024,memorable_journey,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__memorable_journey__lex_fewshot__r0,syn_0024,memorable_journey,lex_fewshot,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__difficult_decision__persona_only__r0,syn_0024,difficult_decision,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__difficult_decision__liwc_only__r0,syn_0024,difficult_decision,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__difficult_decision__persona_liwc__r0,syn_0024,difficult_decision,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__difficult_decision__lex_fewshot__r0,syn_0024,difficult_decision,lex_fewshot,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__daily_life_change__persona_only__r0,syn_0024,daily_life_change,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__daily_life_change__liwc_only__r0,syn_0024,daily_life_change,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__daily_life_change__persona_liwc__r0,syn_0024,daily_life_change,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__daily_life_change__lex_fewshot__r0,syn_0024,daily_life_change,lex_fewshot,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__meaningful_relationship__persona_only__r0,syn_0024,meaningful_relationship,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__meaningful_relationship__liwc_only__r0,syn_0024,meaningful_relationship,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__meaningful_relationship__persona_liwc__r0,syn_0024,meaningful_relationship,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__meaningful_relationship__lex_fewshot__r0,syn_0024,meaningful_relationship,lex_fewshot,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__childhood_memory__persona_only__r0,syn_0024,childhood_memory,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__childhood_memory__liwc_only__r0,syn_0024,childhood_memory,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__childhood_memory__persona_liwc__r0,syn_0024,childhood_memory,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__childhood_memory__lex_fewshot__r0,syn_0024,childhood_memory,lex_fewshot,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__turning_point__persona_only__r0,syn_0024,turning_point,persona_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__turning_point__liwc_only__r0,syn_0024,turning_point,liwc_only,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__turning_point__persona_liwc__r0,syn_0024,turning_point,persona_liwc,0,qwen3-32b,85.0,25.0
qwen3-32b__syn_0024__turning_point__lex_fewshot__r0,syn_0024,turning_point,lex_fewshot,0,qwen3-32b,85.0,25.0
gpt-4o-mini__syn_0024__memorable_journey__persona_only__r0,syn_0024,memorable_journey,persona_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__memorable_journey__liwc_only__r0,syn_0024,memorable_journey,liwc_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__memorable_journey__persona_liwc__r0,syn_0024,memorable_journey,persona_liwc,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__memorable_journey__lex_fewshot__r0,syn_0024,memorable_journey,lex_fewshot,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__difficult_decision__persona_only__r0,syn_0024,difficult_decision,persona_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__difficult_decision__liwc_only__r0,syn_0024,difficult_decision,liwc_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__difficult_decision__persona_liwc__r0,syn_0024,difficult_decision,persona_liwc,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__difficult_decision__lex_fewshot__r0,syn_0024,difficult_decision,lex_fewshot,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__daily_life_change__persona_only__r0,syn_0024,daily_life_change,persona_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__daily_life_change__liwc_only__r0,syn_0024,daily_life_change,liwc_only,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__daily_life_change__persona_liwc__r0,syn_0024,daily_life_change,persona_liwc,0,gpt-4o-mini,85.0,25.0
gpt-4o-mini__syn_0024__daily_life_change__lex_fewshot__r0,syn_0024,daily_life_change,lex_fewshot,0,gpt-4o-mini,85.0,25.0
