profile_id,steering_condition,model_key,target_O,target_N,pred_O,pred_N,n_essays
syn_0028,lex_fewshot,gpt-4o-mini,3.0,72.0,56.55844,62.856556,6
syn_0028,lex_fewshot,qwen3-32b,3.0,72.0,57.177128,59.672962,6
syn_0028,liwc_only,deepseek-v3,3.0,72.0,51.327972,57.800827,6
syn_0028,liwc_only,gpt-4o-mini,3.0,72.0,55.186478,57.343678,6
syn_0028,liwc_only,qwen3-32b,3.0,72.0,51.61636,49.970318,6
syn_0028,persona_liwc,deepseek-v3,3.0,72.0,51.296143,59.620457,6
syn_0028,persona_liwc,gpt-4o-mini,3.0,72.0,53.829845,57.389187,6
syn_0028,persona_liwc,qwen3-32b,3.0,72.0,48.976444,58.532787,6
syn_0028,persona_only,deepseek-v3,3.0,72.0,49.433178,55.518597,6
syn_0028,persona_only,gpt-4o-mini,3.0,72.0,57.501324,51.619457,6
syn_0028,persona_only,qwen3-32b,3.0,72.0,55.476177,53.29449,6
syn_0029,lex_fewshot,deepseek-v3,65.0,47.492758902826495,54.3316,51.60985,6
syn_0029,lex_fewshot,gpt-4o-mini,65.0,47.492758902826495,56.23122,58.231384,6
syn_0029,lex_fewshot,qwen3-32b,65.0,47.492758902826495,53.588917,47.002964,6
syn_0029,liwc_only,deepseek-v3,65.0,47.492758902826495,51.58701,57.063236,6
syn_0029,liwc_only,gpt-4o-mini,65.0,47.492758902826495,55.88803,54.235775,6
syn_0029,liwc_only,qwen3-32b,65.0,47.492758902826495,51.15179,56.10201,6
syn_0029,persona_liwc,deepseek-v3,65.0,47.492758902826495,55.86437,50.29204,6
syn_0029,persona_liwc,gpt-4o-mini,65.0,47.492758902826495,60.224087,61.547688,6
syn_0029,persona_liwc,qwen3-32b,65.0,47.492758902826495,59.211903,54.39122,6
syn_0029,persona_only,deepseek-v3,65.0,47.492758902826495,54.89325,59.05653,6
syn_0029,persona_only,gpt-4o-mini,65.0,47.492758902826495,59.7288,57.856586,6
syn_0029,persona_only,qwen3-32b,65.0,47.492758902826495,59.33045,58.569935,6
syn_0030,lex_fewshot,deepseek-v3,65.0,5.0,53.510696,55.575375,6
syn_0030,lex_fewshot,gpt-4o-mini,65.0,5.0,53.229862,59.590168,6
syn_0030,lex_fewshot,qwen3-32b,65.0,5.0,53.400105,48.320904,6
syn_0030,liwc_only,deepseek-v3,65.0,5.0,52.309902,59.3367,6
syn_0030,liwc_only,gpt-4o-mini,65.0,5.0,69.12978,55.262486,6
syn_0030,liwc_only,qwen3-32b,65.0,5.0,52.07358,45.373657,6
syn_0030,persona_liwc,deepseek-v3,65.0,5.0,56.844036,63.143215,6
syn_0030,persona_liwc,gpt-4o-mini,65.0,5.0,66.79128,59.861584,6
syn_0030,persona_liwc,qwen3-32b,65.0,5.0,46.651653,61.026722,6
syn_0030,persona_only,deepseek-v3,65.0,5.0,52.300007,62.904926,6
syn_0030,persona_only,gpt-4o-mini,65.0,5.0,72.16963,48.60584,6
syn_0030,persona_only,qwen3-32b,65.0,5.0,54.46965,50.037746,6
syn_0031,lex_fewshot,deepseek-v3,41.0,61.0,51.323658,51.651733,6
syn_0031,lex_fewshot,gpt-4o-mini,41.0,61.0,54.02505,53.638046,6
syn_0031,lex_fewshot,qwen3-32b,41.0,61.0,47.22817,50.881367,6
syn_0031,liwc_only,deepseek-v3,41.0,61.0,52.861507,55.7847,6
syn_0031,liwc_only,gpt-4o-mini,41.0,61.0,62.165394,58.108074,6
syn_0031,liwc_only,qwen3-32b,41.0,61.0,46.349487,54.785553,6
syn_0031,persona_liwc,deepseek-v3,41.0,61.0,55.171337,58.515167,6
syn_0031,persona_liwc,gpt-4o-mini,41.0,61.0,61.07339,57.29129,6
syn_0031,persona_liwc,qwen3-32b,41.0,61.0,60.81119,58.408432,6
syn_0031,persona_only,deepseek-v3,41.0,61.0,55.341892,62.982876,6
syn_0031,persona_only,gpt-4o-mini,41.0,61.0,63.620617,55.942455,6
syn_0031,persona_only,qwen3-32b,41.0,61.0,61.004658,55.52235,6
syn_0032,lex_fewshot,deepseek-v3,50.0,14.0,49.068222,55.86078,6
syn_0032,lex_fewshot,gpt-4o-mini,50.0,14.0,55.24007,54.956905,6
syn_0032,lex_fewshot,qwen3-32b,50.0,14.0,41.368168,53.510532,6
syn_0032,liwc_only,deepseek-v3,50.0,14.0,51.273464,56.077763,6
syn_0032,liwc_only,gpt-4o-mini,50.0,14.0,54.95065,60.841125,6
syn_0032,liwc_only,qwen3-32b,50.0,14.0,43.601227,57.78648,6
syn_0032,persona_liwc,deepseek-v3,50.0,14.0,53.722168,57.600414,6
syn_0032,persona_liwc,gpt-4o-mini,50.0,14.0,59.498108,56.053913,6
syn_0032,persona_liwc,qwen3-32b,50.0,14.0,50.997845,51.17889,6
syn_0032,persona_only,deepseek-v3,50.0,14.0,55.65811,64.490555,6
syn_0032,persona_only,gpt-4o-mini,50.0,14.0,60.31506,57.917484,6
syn_0032,persona_only,qwen3-32b,50.0,14.0,62.997982,49.45227,6
syn_0033,lex_fewshot,deepseek-v3,95.0,67.31253834377128,56.647335,52.380848,6
syn_0033,lex_fewshot,gpt-4o-mini,95.0,67.31253834377128,56.176056,57.42517,6
syn_0033,lex_fewshot,qwen3-32b,95.0,67.31253834377128,53.938793,51.06056,6
syn_0033,liwc_only,deepseek-v3,95.0,67.31253834377128,53.2441,52.46274,6
syn_0033,liwc_only,gpt-4o-mini,95.0,67.31253834377128,55.678684,55.98464,6
syn_0033,liwc_only,qwen3-32b,95.0,67.31253834377128,52.325092,55.83411,6
syn_0033,persona_liwc,deepseek-v3,95.0,67.31253834377128,50.909775,56.13498,6
syn_0033,persona_liwc,gpt-4o-mini,95.0,67.31253834377128,59.66742,53.611923,6
syn_0033,persona_liwc,qwen3-32b,95.0,67.31253834377128,52.589508,57.31009,6
syn_0033,persona_only,deepseek-v3,95.0,67.31253834377128,60.400173,58.903088,6
syn_0033,persona_only,gpt-4o-mini,95.0,67.31253834377128,62.64972,50.148464,6
syn_0033,persona_only,qwen3-32b,95.0,67.31253834377128,55.403988,56.448116,6
syn_0034,lex_fewshot,deepseek-v3,15.0,26.0,44.21814,53.045197,6
syn_0034,lex_fewshot,gpt-4o-mini,15.0,26.0,57.7087,54.08753,6
syn_0034,lex_fewshot,qwen3-32b,15.0,26.0,52.929718,52.935333,6
syn_0034,liwc_only,deepseek-v3,15.0,26.0,52.942566,57.701733,6
syn_0034,liwc_only,gpt-4o-mini,15.0,26.0,63.100677,50.435608,6
syn_0034,liwc_only,qwen3-32b,15.0,26.0,47.618046,56.470413,6
syn_0034,persona_liwc,deepseek-v3,15.0,26.0,51.194195,62.568325,6
syn_0034,persona_liwc,gpt-4o-mini,15.0,26.0,58.696728,48.73264,6
syn_0034,persona_liwc,qwen3-32b,15.0,26.0,54.471527,56.886265,6
syn_0034,persona_only,deepseek-v3,15.0,26.0,52.67992,60.43334,6
syn_0034,persona_only,gpt-4o-mini,15.0,26.0,65.60928,49.57109,6
syn_0034,persona_only,qwen3-32b,15.0,26.0,56.36728,54.227337,6
syn_0035,lex_fewshot,deepseek-v3,15.0,53.0,58.17889,57.530224,6
syn_0035,lex_fewshot,gpt-4o-mini,15.0,53.0,64.30576,57.08362,6
syn_0035,lex_fewshot,qwen3-32b,15.0,53.0,47.436787,63.275284,6
syn_0035,liwc_only,deepseek-v3,15.0,53.0,49.947468,55.599392,6
syn_0035,liwc_only,gpt-4o-mini,15.0,53.0,56.333786,58.217495,6
syn_0035,liwc_only,qwen3-32b,15.0,53.0,51.97699,50.13374,6
syn_0035,persona_liwc,deepseek-v3,15.0,53.0,51.231934,64.64281,6
syn_0035,persona_liwc,gpt-4o-mini,15.0,53.0,58.617565,62.560497,6
syn_0035,persona_liwc,qwen3-32b,15.0,53.0,53.428787,61.39732,6
syn_0035,persona_only,deepseek-v3,15.0,53.0,57.18626,56.394733,6
syn_0035,persona_only,gpt-4o-mini,15.0,53.0,60.104492,52.868454,6
syn_0035,persona_only,qwen3-32b,15.0,53.0,58.194016,62.278484,6
syn_0036,lex_fewshot,deepseek-v3,76.0,8.0,51.919353,58.27136,6
syn_0036,lex_fewshot,gpt-4o-mini,76.0,8.0,61.169453,49.09965,6
syn_0036,lex_fewshot,qwen3-32b,76.0,8.0,51.57626,56.627426,6
syn_0036,liwc_only,deepseek-v3,76.0,8.0,51.5265,53.52774,6
syn_0036,liwc_only,gpt-4o-mini,76.0,8.0,54.49194,51.204754,6
syn_0036,liwc_only,qwen3-32b,76.0,8.0,47.92232,45.763203,6
syn_0036,persona_liwc,deepseek-v3,76.0,8.0,57.825672,50.605408,6
syn_0036,persona_liwc,gpt-4o-mini,76.0,8.0,64.80661,54.244884,6
syn_0036,persona_liwc,qwen3-32b,76.0,8.0,55.593098,53.22392,6
syn_0036,persona_only,deepseek-v3,76.0,8.0,55.013897,52.748898,6
syn_0036,persona_only,gpt-4o-mini,76.0,8.0,66.40305,56.096287,6
syn_0036,persona_only,qwen3-32b,76.0,8.0,55.82143,57.314365,6
syn_0037,lex_fewshot,deepseek-v3,9.0,22.0,44.622803,59.699,6
syn_0037,lex_fewshot,gpt-4o-mini,9.0,22.0,53.355835,67.2288,6
syn_0037,lex_fewshot,qwen3-32b,9.0,22.0,50.326767,54.765087,6
syn_0037,liwc_only,deepseek-v3,9.0,22.0,54.3443,60.441387,6
syn_0037,liwc_only,gpt-4o-mini,9.0,22.0,56.989414,64.06231,6
syn_0037,liwc_only,qwen3-32b,9.0,22.0,52.821304,62.15927,6
syn_0037,persona_liwc,deepseek-v3,9.0,22.0,54.54627,61.925068,6
syn_0037,persona_liwc,gpt-4o-mini,9.0,22.0,58.936996,62.80453,6
syn_0037,persona_liwc,qwen3-32b,9.0,22.0,55.061584,56.607723,6
syn_0037,persona_only,deepseek-v3,9.0,22.0,56.90872,60.53397,6
syn_0037,persona_only,gpt-4o-mini,9.0,22.0,62.297718,49.000668,6
syn_0037,persona_only,qwen3-32b,9.0,22.0,58.065647,56.266064,6
syn_0038,lex_fewshot,deepseek-v3,15.0,66.0,53.03943,63.196583,6
syn_0038,lex_fewshot,gpt-4o-mini,15.0,66.0,58.29187,58.682556,6
syn_0038,lex_fewshot,qwen3-32b,15.0,66.0,50.597057,52.177563,6
syn_0038,liwc_only,deepseek-v3,15.0,66.0,50.741516,55.70795,6
syn_0038,liwc_only,gpt-4o-mini,15.0,66.0,59.309082,58.69206,6
syn_0038,liwc_only,qwen3-32b,15.0,66.0,52.115234,55.410328,6
syn_0038,persona_liwc,deepseek-v3,15.0,66.0,58.439068,60.6893,6
syn_0038,persona_liwc,gpt-4o-mini,15.0,66.0,54.158466,58.697647,6
syn_0038,persona_liwc,qwen3-32b,15.0,66.0,60.29831,59.56131,6
syn_0038,persona_only,deepseek-v3,15.0,66.0,49.77158,58.479412,6
syn_0038,persona_only,gpt-4o-mini,15.0,66.0,57.416912,59.139576,6
syn_0038,persona_only,qwen3-32b,15.0,66.0,59.676178,57.66904,6
syn_0039,lex_fewshot,deepseek-v3,34.0,96.0,52.244534,58.824265,6
syn_0039,lex_fewshot,gpt-4o-mini,34.0,96.0,51.926426,63.66052,6
syn_0039,lex_fewshot,qwen3-32b,34.0,96.0,53.0282,55.82503,6
syn_0039,liwc_only,deepseek-v3,34.0,96.0,51.18364,64.80671,6
syn_0039,liwc_only,gpt-4o-mini,34.0,96.0,55.077854,61.19742,6
syn_0039,liwc_only,qwen3-32b,34.0,96.0,52.869404,54.356403,6
syn_0039,persona_liwc,deepseek-v3,34.0,96.0,55.15714,57.08368,6
syn_0039,persona_liwc,gpt-4o-mini,34.0,96.0,57.43965,65.84691,6
syn_0039,persona_liwc,qwen3-32b,34.0,96.0,51.839386,57.64873,6
syn_0039,persona_only,deepseek-v3,34.0,96.0,51.074474,55.833817,6
syn_0039,persona_only,gpt-4o-mini,34.0,96.0,61.850906,53.870594,6
syn_0039,persona_only,qwen3-32b,34.0,96.0,52.772358,61.941364,6
syn_0040,lex_fewshot,deepseek-v3,24.0,80.0,51.394623,58.56547,6
syn_0040,lex_fewshot,gpt-4o-mini,24.0,80.0,55.389416,57.092846,6
syn_0040,lex_fewshot,qwen3-32b,24.0,80.0,53.937244,51.763584,6
syn_0040,liwc_only,deepseek-v3,24.0,80.0,49.72087,56.872467,6
syn_0040,liwc_only,gpt-4o-mini,24.0,80.0,52.981907,60.08167,6
syn_0040,liwc_only,qwen3-32b,24.0,80.0,61.431194,63.6451,6
syn_0040,persona_liwc,deepseek-v3,24.0,80.0,56.337154,56.105045,6
syn_0040,persona_liwc,gpt-4o-mini,24.0,80.0,61.405407,58.866745,6
syn_0040,persona_liwc,qwen3-32b,24.0,80.0,56.295,53.40745,6
syn_0040,persona_only,deepseek-v3,24.0,80.0,52.144943,59.421146,6
syn_0040,persona_only,gpt-4o-mini,24.0,80.0,63.934795,54.009037,6
syn_0040,persona_only,qwen3-32b,24.0,80.0,63.75146,54.678104,6
syn_0041,lex_fewshot,deepseek-v3,85.0,26.67592729569361,53.93561,60.515057,6
syn_0041,lex_fewshot,gpt-4o-mini,85.0,26.67592729569361,57.315746,58.519146,6
syn_0041,lex_fewshot,qwen3-32b,85.0,26.67592729569361,57.21474,52.115093,6
syn_0041,liwc_only,deepseek-v3,85.0,26.67592729569361,53.60944,60.955296,6
syn_0041,liwc_only,gpt-4o-mini,85.0,26.67592729569361,65.07253,53.713108,6
syn_0041,liwc_only,qwen3-32b,85.0,26.67592729569361,53.540623,58.1415,6
syn_0041,persona_liwc,deepseek-v3,85.0,26.67592729569361,60.84316,58.21193,6
syn_0041,persona_liwc,gpt-4o-mini,85.0,26.67592729569361,64.7141,56.69763,6
syn_0041,persona_liwc,qwen3-32b,85.0,26.67592729569361,51.443996,60.70305,6
syn_0041,persona_only,deepseek-v3,85.0,26.67592729569361,53.929382,57.306187,6
syn_0041,persona_only,gpt-4o-mini,85.0,26.67592729569361,75.2799,50.49732,6
syn_0041,persona_only,qwen3-32b,85.0,26.67592729569361,55.711468,60.9752,6
syn_0042,lex_fewshot,deepseek-v3,41.0,3.0,54.72487,59.843037,6
syn_0042,lex_fewshot,gpt-4o-mini,41.0,3.0,52.716595,61.221607,6
syn_0042,lex_fewshot,qwen3-32b,41.0,3.0,52.329052,51.8743,6
syn_0042,liwc_only,deepseek-v3,41.0,3.0,49.44247,52.004196,6
syn_0042,liwc_only,gpt-4o-mini,41.0,3.0,57.468555,62.710064,6
syn_0042,liwc_only,qwen3-32b,41.0,3.0,48.57556,52.93759,6
syn_0042,persona_liwc,deepseek-v3,41.0,3.0,45.963684,57.01022,6
syn_0042,persona_liwc,gpt-4o-mini,41.0,3.0,59.28523,53.839703,6
syn_0042,persona_liwc,qwen3-32b,41.0,3.0,54.504337,53.125854,6
syn_0042,persona_only,deepseek-v3,41.0,3.0,62.14388,54.533657,6
syn_0042,persona_only,gpt-4o-mini,41.0,3.0,59.377743,55.34077,6
syn_0042,persona_only,qwen3-32b,41.0,3.0,55.696705,58.195698,6
syn_0043,lex_fewshot,deepseek-v3,53.0,72.0,54.48709,57.573017,6
syn_0043,lex_fewshot,gpt-4o-mini,53.0,72.0,59.656357,57.805023,6
syn_0043,lex_fewshot,qwen3-32b,53.0,72.0,56.822205,52.16313,6
syn_0043,liwc_only,deepseek-v3,53.0,72.0,55.740536,49.297546,6
syn_0043,liwc_only,gpt-4o-mini,53.0,72.0,56.19649,61.75236,6
syn_0043,liwc_only,qwen3-32b,53.0,72.0,48.26949,46.170216,6
syn_0043,persona_liwc,deepseek-v3,53.0,72.0,49.2157,54.554157,6
syn_0043,persona_liwc,gpt-4o-mini,53.0,72.0,58.159756,62.911884,6
syn_0043,persona_liwc,qwen3-32b,53.0,72.0,51.18463,56.99525,6
syn_0043,persona_only,deepseek-v3,53.0,72.0,55.07463,59.657986,6
syn_0043,persona_only,gpt-4o-mini,53.0,72.0,58.61549,54.71333,6
syn_0043,persona_only,qwen3-32b,53.0,72.0,57.166454,57.6272,6
syn_0044,lex_fewshot,deepseek-v3,5.442472208574458,85.0,48.47313,50.90413,6
syn_0044,lex_fewshot,gpt-4o-mini,5.442472208574458,85.0,56.44182,53.365967,6
syn_0044,lex_fewshot,qwen3-32b,5.442472208574458,85.0,52.986897,46.604122,6
syn_0044,liwc_only,deepseek-v3,5.442472208574458,85.0,50.0416,51.851208,6
syn_0044,liwc_only,gpt-4o-mini,5.442472208574458,85.0,53.890446,63.23338,6
syn_0044,liwc_only,qwen3-32b,5.442472208574458,85.0,49.383717,50.791977,6
syn_0044,persona_liwc,deepseek-v3,5.442472208574458,85.0,50.599915,58.310165,6
syn_0044,persona_liwc,gpt-4o-mini,5.442472208574458,85.0,54.89514,56.36018,6
syn_0044,persona_liwc,qwen3-32b,5.442472208574458,85.0,50.849117,52.31249,6
syn_0044,persona_only,deepseek-v3,5.442472208574458,85.0,50.426105,58.53534,6
syn_0044,persona_only,gpt-4o-mini,5.442472208574458,85.0,58.87987,58.91049,6
syn_0044,persona_only,qwen3-32b,5.442472208574458,85.0,55.539597,63.43964,6
syn_0045,lex_fewshot,deepseek-v3,85.0,70.0,46.90834,58.417877,6
syn_0045,lex_fewshot,gpt-4o-mini,85.0,70.0,60.140488,56.235363,6
syn_0045,lex_fewshot,qwen3-32b,85.0,70.0,56.54942,60.394516,6
syn_0045,liwc_only,deepseek-v3,85.0,70.0,47.427807,57.414276,6
syn_0045,liwc_only,gpt-4o-mini,85.0,70.0,59.275692,58.043972,6
syn_0045,liwc_only,qwen3-32b,85.0,70.0,56.240536,56.41353,6
syn_0045,persona_liwc,deepseek-v3,85.0,70.0,50.714123,58.01932,6
syn_0045,persona_liwc,gpt-4o-mini,85.0,70.0,59.46899,56.30907,6
syn_0045,persona_liwc,qwen3-32b,85.0,70.0,62.58659,53.65361,6
syn_0045,persona_only,deepseek-v3,85.0,70.0,59.844013,55.962063,6
syn_0045,persona_only,gpt-4o-mini,85.0,70.0,62.676273,54.296436,6
syn_0045,persona_only,qwen3-32b,85.0,70.0,55.971592,61.309284,6
syn_0046,lex_fewshot,deepseek-v3,15.0,98.0,47.917423,56.20506,6
syn_0046,lex_fewshot,gpt-4o-mini,15.0,98.0,51.661503,62.156887,6
syn_0046,lex_fewshot,qwen3-32b,15.0,98.0,49.39807,45.770985,6
syn_0046,liwc_only,deepseek-v3,15.0,98.0,60.70696,47.665432,6
syn_0046,liwc_only,gpt-4o-mini,15.0,98.0,59.520237,54.36484,6
syn_0046,liwc_only,qwen3-32b,15.0,98.0,57.668224,55.751938,6
syn_0046,persona_liwc,deepseek-v3,15.0,98.0,48.409344,57.80705,6
syn_0046,persona_liwc,gpt-4o-mini,15.0,98.0,56.37512,60.378567,6
syn_0046,persona_liwc,qwen3-32b,15.0,98.0,57.06661,53.606293,6
syn_0046,persona_only,deepseek-v3,15.0,98.0,53.305172,54.019726,6
syn_0046,persona_only,gpt-4o-mini,15.0,98.0,62.08964,52.77331,6
syn_0046,persona_only,qwen3-32b,15.0,98.0,54.353832,58.853962,6
syn_0047,lex_fewshot,deepseek-v3,11.0,92.0,54.219067,56.281097,6
syn_0047,lex_fewshot,gpt-4o-mini,11.0,92.0,57.32866,55.672276,6
syn_0047,lex_fewshot,qwen3-32b,11.0,92.0,50.983753,54.128555,6
syn_0047,liwc_only,deepseek-v3,11.0,92.0,51.82553,57.68517,6
syn_0047,liwc_only,gpt-4o-mini,11.0,92.0,53.099575,55.3844,6
syn_0047,liwc_only,qwen3-32b,11.0,92.0,48.803604,57.50514,6
syn_0047,persona_liwc,deepseek-v3,11.0,92.0,47.942966,53.209736,6
syn_0047,persona_liwc,gpt-4o-mini,11.0,92.0,56.317562,58.48765,6
syn_0047,persona_liwc,qwen3-32b,11.0,92.0,52.75139,60.81137,6
syn_0047,persona_only,deepseek-v3,11.0,92.0,49.188763,52.073406,6
syn_0047,persona_only,gpt-4o-mini,11.0,92.0,56.216778,53.43341,6
syn_0047,persona_only,qwen3-32b,11.0,92.0,61.438725,60.77295,6
syn_0048,lex_fewshot,deepseek-v3,3.0,93.0,49.403233,55.446293,6
syn_0048,lex_fewshot,gpt-4o-mini,3.0,93.0,54.98843,59.312683,6
syn_0048,lex_fewshot,qwen3-32b,3.0,93.0,44.916767,48.973812,6
syn_0048,liwc_only,deepseek-v3,3.0,93.0,47.971516,48.607723,6
syn_0048,liwc_only,gpt-4o-mini,3.0,93.0,54.275803,52.501423,6
syn_0048,liwc_only,qwen3-32b,3.0,93.0,51.2001,51.758938,6
syn_0048,persona_liwc,deepseek-v3,3.0,93.0,44.352295,59.289852,6
syn_0048,persona_liwc,gpt-4o-mini,3.0,93.0,60.65349,58.463978,6
syn_0048,persona_liwc,qwen3-32b,3.0,93.0,50.05283,47.47824,6
syn_0048,persona_only,deepseek-v3,3.0,93.0,58.855953,57.702087,6
syn_0048,persona_only,gpt-4o-mini,3.0,93.0,61.38628,54.730244,6
syn_0048,persona_only,qwen3-32b,3.0,93.0,51.373615,60.626377,6
syn_0049,lex_fewshot,deepseek-v3,44.0,99.0,49.211075,46.38675,6
syn_0049,lex_fewshot,gpt-4o-mini,44.0,99.0,51.695965,56.19901,6
syn_0049,lex_fewshot,qwen3-32b,44.0,99.0,49.621693,44.660656,6
syn_0049,liwc_only,deepseek-v3,44.0,99.0,54.681767,51.59041,6
syn_0049,liwc_only,gpt-4o-mini,44.0,99.0,58.453266,59.60846,6
syn_0049,liwc_only,qwen3-32b,44.0,99.0,52.984303,46.982952,6
syn_0049,persona_liwc,deepseek-v3,44.0,99.0,51.225704,60.092075,6
syn_0049,persona_liwc,gpt-4o-mini,44.0,99.0,56.5413,57.06604,6
syn_0049,persona_liwc,qwen3-32b,44.0,99.0,60.435257,52.072968,6
syn_0049,persona_only,deepseek-v3,44.0,99.0,56.283783,58.346355,6
syn_0049,persona_only,gpt-4o-mini,44.0,99.0,57.254547,53.27863,6
syn_0049,persona_only,qwen3-32b,44.0,99.0,63.510937,54.975006,6
syn_0050,lex_fewshot,deepseek-v3,13.0,80.0,53.48984,55.744564,6
syn_0050,lex_fewshot,gpt-4o-mini,13.0,80.0,54.387043,54.965008,6
syn_0050,lex_fewshot,qwen3-32b,13.0,80.0,50.553013,46.0265,6
syn_0050,liwc_only,deepseek-v3,13.0,80.0,54.872177,60.380833,6
syn_0050,liwc_only,gpt-4o-mini,13.0,80.0,53.426983,60.557476,6
syn_0050,liwc_only,qwen3-32b,13.0,80.0,51.489758,54.365124,6
syn_0050,persona_liwc,deepseek-v3,13.0,80.0,51.728928,59.022964,6
syn_0050,persona_liwc,gpt-4o-mini,13.0,80.0,57.694504,50.553593,6
syn_0050,persona_liwc,qwen3-32b,13.0,80.0,55.671284,58.500458,6
syn_0050,persona_only,deepseek-v3,13.0,80.0,63.07867,59.076458,6
syn_0050,persona_only,gpt-4o-mini,13.0,80.0,56.63419,53.70782,6
syn_0050,persona_only,qwen3-32b,13.0,80.0,53.903637,61.891174,6
syn_0051,lex_fewshot,deepseek-v3,89.0,36.0,52.350277,58.972626,6
syn_0051,lex_fewshot,gpt-4o-mini,89.0,36.0,57.971172,55.378494,6
syn_0051,lex_fewshot,qwen3-32b,89.0,36.0,50.964188,53.9558,6
syn_0051,liwc_only,deepseek-v3,89.0,36.0,49.708294,61.297916,6
syn_0051,liwc_only,gpt-4o-mini,89.0,36.0,58.089626,61.056503,6
syn_0051,liwc_only,qwen3-32b,89.0,36.0,53.60468,54.467316,6
syn_0051,persona_liwc,deepseek-v3,89.0,36.0,57.17712,65.54728,6
syn_0051,persona_liwc,gpt-4o-mini,89.0,36.0,56.4135,59.142258,6
syn_0051,persona_liwc,qwen3-32b,89.0,36.0,60.783432,56.17567,6
syn_0051,persona_only,deepseek-v3,89.0,36.0,56.846237,61.198147,6
syn_0051,persona_only,gpt-4o-mini,89.0,36.0,62.49526,55.457245,6
syn_0051,persona_only,qwen3-32b,89.0,36.0,56.653156,56.69636,6
syn_0052,lex_fewshot,deepseek-v3,20.0,84.08971515064968,54.28392,57.445698,6
syn_0052,lex_fewshot,gpt-4o-mini,20.0,84.08971515064968,53.72397,62.286526,6
syn_0052,lex_fewshot,qwen3-32b,20.0,84.08971515064968,49.351475,56.362427,6
syn_0052,liwc_only,deepseek-v3,20.0,84.08971515064968,47.50378,59.973892,6
syn_0052,liwc_only,gpt-4o-mini,20.0,84.08971515064968,57.37848,63.508347,6
syn_0052,liwc_only,qwen3-32b,20.0,84.08971515064968,61.270405,56.798676,6
syn_0052,persona_liwc,deepseek-v3,20.0,84.08971515064968,51.13323,54.512524,6
syn_0052,persona_liwc,gpt-4o-mini,20.0,84.08971515064968,65.303246,61.096867,6
syn_0052,persona_liwc,qwen3-32b,20.0,84.08971515064968,53.732967,53.255768,6
syn_0052,persona_only,deepseek-v3,20.0,84.08971515064968,50.01238,58.896366,6
syn_0052,persona_only,gpt-4o-mini,20.0,84.08971515064968,55.887768,59.069874,6
syn_0052,persona_only,qwen3-32b,20.0,84.08971515064968,52.611786,52.39591,6
syn_0053,lex_fewshot,deepseek-v3,23.0,17.604955831565178,51.228718,58.33838,6
syn_0053,lex_fewshot,gpt-4o-mini,23.0,17.604955831565178,50.268932,48.926987,6
syn_0053,lex_fewshot,qwen3-32b,23.0,17.604955831565178,51.48401,52.376785,6
syn_0053,liwc_only,deepseek-v3,23.0,17.604955831565178,50.31964,59.983746,6
syn_0053,liwc_only,gpt-4o-mini,23.0,17.604955831565178,54.41525,56.233154,6
syn_0053,liwc_only,qwen3-32b,23.0,17.604955831565178,47.812027,62.969696,6
syn_0053,persona_liwc,deepseek-v3,23.0,17.604955831565178,52.745953,61.243206,6
syn_0053,persona_liwc,gpt-4o-mini,23.0,17.604955831565178,69.16419,52.8206,6
syn_0053,persona_liwc,qwen3-32b,23.0,17.604955831565178,44.05891,56.831635,6
syn_0053,persona_only,deepseek-v3,23.0,17.604955831565178,57.40129,55.050766,6
syn_0053,persona_only,gpt-4o-mini,23.0,17.604955831565178,67.07024,53.342052,6
syn_0053,persona_only,qwen3-32b,23.0,17.604955831565178,54.68747,60.13397,6
syn_0054,lex_fewshot,deepseek-v3,56.0,78.0,53.572987,48.146572,6
syn_0054,lex_fewshot,gpt-4o-mini,56.0,78.0,57.01795,61.04811,6
syn_0054,lex_fewshot,qwen3-32b,56.0,78.0,57.345825,55.094753,6
syn_0054,liwc_only,deepseek-v3,56.0,78.0,57.07884,48.424637,6
syn_0054,liwc_only,gpt-4o-mini,56.0,78.0,58.356144,55.018036,6
syn_0054,liwc_only,qwen3-32b,56.0,78.0,50.705734,51.58604,6
syn_0054,persona_liwc,deepseek-v3,56.0,78.0,54.874493,58.612675,6
syn_0054,persona_liwc,gpt-4o-mini,56.0,78.0,59.992325,55.025494,6
syn_0054,persona_liwc,qwen3-32b,56.0,78.0,54.1208,55.6657,6
syn_0054,persona_only,deepseek-v3,56.0,78.0,53.616558,57.01549,6
syn_0054,persona_only,gpt-4o-mini,56.0,78.0,60.01747,53.892277,6
syn_0054,persona_only,qwen3-32b,56.0,78.0,52.1831,53.993237,6
syn_0055,lex_fewshot,deepseek-v3,47.634253740384565,92.0,54.293507,53.135376,6
syn_0055,lex_fewshot,gpt-4o-mini,47.634253740384565,92.0,62.272247,56.123047,6
syn_0055,lex_fewshot,qwen3-32b,47.634253740384565,92.0,52.85353,59.5181,6
syn_0055,liwc_only,deepseek-v3,47.634253740384565,92.0,53.987484,54.00906,6
syn_0055,liwc_only,gpt-4o-mini,47.634253740384565,92.0,58.30333,56.7516,6
syn_0055,liwc_only,qwen3-32b,47.634253740384565,92.0,56.08025,55.724564,6
syn_0055,persona_liwc,deepseek-v3,47.634253740384565,92.0,52.86435,60.350067,6
syn_0055,persona_liwc,gpt-4o-mini,47.634253740384565,92.0,60.579727,58.93016,6
